BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,REPUBLICAN CONFERENCE,2012,2012Q3,PERSONNEL COMPENSATION,"873,619.66","263,759.71"
,REPUBLICAN CONFERENCE,2012,2012Q3,TRAVEL,309.00,188.00
,REPUBLICAN CONFERENCE,2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","5,359.95",975.00
,REPUBLICAN CONFERENCE,2012,2012Q3,PRINTING AND REPRODUCTION,"3,862.62",0.00
,REPUBLICAN CONFERENCE,2012,2012Q3,OTHER SERVICES,404.75,261.90
,REPUBLICAN CONFERENCE,2012,2012Q3,SUPPLIES AND MATERIALS,"39,387.43","18,734.08"
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"548,779.96",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"857,027.29",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,TRAVEL,"1,870.69",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","1,116.49",150.71
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,"1,243.70",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"4,030.41",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"47,861.06",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,PERSONNEL BENEFITS,"6,249.99",0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"258,576.73",0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"304,979.13",0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,FRANKED MAIL,0.00,-1.52
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,TRAVEL,"2,191.58",0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",422.65,0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,456.31,80.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,180.12,0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"28,447.69",60.50
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"667,979.36",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"1,022,142.43",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,TRAVEL,"24,015.08",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","1,590.07",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,"3,319.05",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"29,409.81",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"130,839.55",0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"117,916.67",0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"350,999.99",0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,TRAVEL,83.50,27.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",73.00,0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,6.50,0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"30,386.36",0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"360,646.67",0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","2,193.89",0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,157.20,0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,751.54,0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"11,734.01",31.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"68,652.78",0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"277,915.80",0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,TRAVEL,995.39,0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",70.00,0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,187.80,0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,284.80,0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"19,235.70","5,213.84"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"82,986.10",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"249,404.17",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,TRAVEL,10.77,0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","4,018.86",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,"8,738.49",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,287.40,0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"23,615.53",663.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"58,111,668.05","14,460,570.35"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,711.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",390.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"4,953.78","1,651.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"1,889.61",533.67
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"4,872.30","1,534.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,111.50,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"617,307.25","203,741.65"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"122,532.22","96,046.39"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"107,859.50","38,992.15"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,"241,309.01","56,464.63"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRANSPORTATION OF THINGS,"60,300.00","14,400.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","939,189.38","255,176.08"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,"9,254.14","2,790.85"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"1,892,331.77","629,994.74"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"767,821.04","260,102.27"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"968,815.54","522,859.56"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","53,545.53","14,596.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"2,087,031.09","707,774.91"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"111,073.21","31,957.35"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",301.63,128.50
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,"2,391.65","2,055.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"173,409.79","68,328.12"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"13,002.27","7,826.27"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"132,163.15","19,204.15"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"5,760.00","5,760.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"216,345.03","60,536.94"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"65,467.70","57,200.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"229,190.15","27,907.82"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"114,562.51","103,893.81"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"11,403.17","1,050.17"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"879,523.47","573,790.05"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"914,736.31","143,244.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"1,140,746.96","402,951.77"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"309,338.37","84,365.01"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"57,149.72","51,394.81"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"327,926.55","126,228.35"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","663,000.00","663,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"257,717.25","257,717.25"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"586,363.17","160,531.88"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"10,051.00","2,591.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","160,317.47","43,702.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"420,088.80","401,116.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"323,675.99","86,799.85"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"15,633.32","15,633.32"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"2,819.65",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"786,574.90","329,445.70"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"332,693.49","332,693.49"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"8,881.80","8,881.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,"1,539.59",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","78,709.87","17,925.71"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"932,281.40","13,999.40"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"2,269.46",302.96
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"1,546,818.48","505,003.15"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,"15,920.97","5,295.89"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"864,829.59","289,136.34"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"126,871.98","72,444.10"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"2,594,752.07","518,944.32"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","3,325,162.92","1,284,580.29"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,495.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,158.50,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"913,755.00","296,621.06"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"236,041.87","124,681.19"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"79,539.84","23,467.24"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"1,429,461.35","497,150.52"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",104.99,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"67,912.21","55,035.73"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,978.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"88,203.90","44,353.23"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"447,762.21","227,047.63"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRANSPORTATION OF THINGS,"1,396.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"28,126.20","14,686.20"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"5,110.82","2,341.53"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"53,307.53",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"1,401,442.82","387,424.94"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"5,622.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"475,691.14","22,456.57"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,"8,819.57",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"94,817.50","76,647.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"162,561.65","44,402.09"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"189,310.30","187,892.39"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"17,917,826.62","4,451,303.22"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,"36,504.71","9,666.43"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","145,066.27","36,116.24"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,"17,019.02","2,853.21"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"1,564,695.92","362,388.24"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"254,295.21","125,252.48"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"892,849.33","265,799.50"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"3,191.50",55.00
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"4,179.61",179.49
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"1,037,655.32","248,791.70"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,TRAVEL,"5,225.48",174.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","8,418.91","2,135.65"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,"4,524.40",0.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"247,216.88","246,157.38"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"40,794.77","14,065.26"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"18,155.90","7,505.94"
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"8,115,912.67","1,781,496.15"
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",0.00,-141.44
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,0.00,-397.08
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,154.95,154.95
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"172,500.00","43,125.00"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,19.20,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"1,172,083.32","280,416.67"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","23,569.42","6,876.05"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,290.29,6.40
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"12,500.00","6,250.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"3,815.91","1,364.35"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"6,384.51","1,176.00"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"442,999.92","111,749.97"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"434,107.08","108,526.77"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,19.20,0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"185,640.48","46,410.12"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","11,940.35","3,332.30"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,603.95,0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,812.69,100.26
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,"2,983,413.11","731,097.33"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,TRAVEL,"9,105.12","3,264.99"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES","32,940.86","9,818.15"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,442.58,15.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,"285,051.38","178,627.69"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,"47,639.48","26,409.86"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,EQUIPMENT,"141,374.81","90,664.36"
