BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,REPUBLICAN CONFERENCE,2018,Q1,OFFICE TOTALS:,346535.63,346535.63
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,2509333.18,2509333.18
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,ENTERPRISE LICENSES TOTALS:,2509333.18,2509333.18
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,PERSONNEL COMPENSATION,31300115.39,15957897.76
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SALARIES  OFFICERS & EMPLOYEES TOTALS:,31300115.39,15957897.76
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,PRINTING AND REPRODUCTION,134.6,0
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,85297.38,71927.13
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,15372.69,13722.69
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,TRADITIONAL FURNITURE TOTALS:,100804.67,85649.82
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,TRAVEL,56965.16,30151.06
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,RENT  COMMUNICATION  UTILITIES,409532.96,249916.25
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,PRINTING AND REPRODUCTION,18751.83,15147.19
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,537891.69,386787.54
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,525687.49,457361.13
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,146782.52,123423.7
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,ADMIN AND OPS TOTALS:,1695611.65,1262786.87
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,RENT  COMMUNICATION  UTILITIES,19556.95,9375.05
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,1237231.53,989800.78
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,56249.63,23102.22
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,LIBRARY OF CONGRESS MAILREIMB TOTALS:,1313038.11,1022278.05
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,15231.75,8943.75
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,142.99,142.99
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,CAO SAFETY PROGRAM TOTALS:,15374.74,9086.74
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,57469.26,57469.26
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,CONGRESSIONAL STAFF ACADEMY TOTALS:,57469.26,57469.26
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,RENT  COMMUNICATION  UTILITIES,105.77,51.22
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,PRINTING AND REPRODUCTION,24.28,24.28
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,109679.77,101510.55
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,94.58,94.58
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,WEB SOLUTIONS TOTALS:,109904.4,101680.63
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,48311.68,48311.68
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,2714.5,2714.5
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,PEOPLESOFT FINANCIALS TOTALS:,51026.18,51026.18
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,TRAVEL,7902.59,0
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,47499.17,47499.17
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,ENTERPRISE STORAGE SYSTEMS TOTALS:,55401.76,47499.17
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,TRAVEL,2512.99,2512.99
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,137585.83,137585.83
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,326934.22,0
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,ENTERPRISE TECHNOLOGY SYSTEMS TOTALS:,467033.04,140098.82
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,2657.05,0
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,CAO SEAT MANAGEMENT TOTALS:,2657.05,0
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,193000,0
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUBSCRIPTIONS TOTALS:,193000,0
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,RENT  COMMUNICATION  UTILITIES,25092.32,25092.32
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,17784.42,8892.21
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,63262.88,63262.88
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,MAIL AND PACKAGE DELIVERY TOTALS:,106139.62,97247.41
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,75712,75712
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,1623.5,1623.5
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,FEDERAL OFFICE BUILDING 8 TOTALS:,77335.5,77335.5
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,TRAVEL,1716.28,0
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,CAO PRIVACY PROGRAM TOTALS:,1716.28,0
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,670194,670194
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,TELEPHONE OPERATORS TOTALS:,670194,670194
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,444,444
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,4499.98,4499.98
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPORT SYSTEMS OPERATIONS TOTALS:,4943.98,4943.98
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,19932.82,19932.82
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,ENTERPRISE AUTH & MONITORING TOTALS:,19932.82,19932.82
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,48462.72,9442
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,ENTERPRISE MOBILITY AND E-FAX TOTALS:,48462.72,9442
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,261644.61,261644.61
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,ENTERPRISE STORAGE AND BACKUPS TOTALS:,261644.61,261644.61
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,20000,20000
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,HRS COMMITTEE BROADCAST OPS TOTALS:,20000,20000
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,4021.31,1609.8
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,22435,22435
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,HRS FLOOR COVERAGE TOTALS:,26456.31,24044.8
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,28118.94,28118.94
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,3345.92,3196.6
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,HOUSE RECORDING STUDIO OPS TOTALS:,31464.86,31315.54
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,RENT  COMMUNICATION  UTILITIES,21762.39,19791.63
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,418108.48,418108.48
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,TELECOMMUNICATIONS TOTALS:,439870.87,437900.11
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,TRAVEL,1145.79,1145.79
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,243206.69,147655.95
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,321954.68,321954.68
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,1100517.97,1091990.34
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,NETWORK SERVICES TOTALS:,1666825.13,1562746.76
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,RENT  COMMUNICATION  UTILITIES,726201.65,408414.6
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,199,199
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,2000,2000
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,WIDE AREA NETWORK TOTALS:,728400.65,410613.6
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,202816.43,162571.11
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,7737.07,7737.07
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,40627.35,40627.35
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,CAMPUS NETWORKING TOTALS:,251180.85,210935.53
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,TRANSPORTATION OF THINGS,144,144
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,7018.22,7018.22
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,50791.8,47390.12
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,FINISH SCHEDULE TOTALS:,57954.02,54552.34
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,152542.56,152542.56
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,CENTRAL WAREHOUSE/RCVG INIT TOTALS:,152542.56,152542.56
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OTHER SERVICES,48060,48060
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,170050.18,124862.02
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,BENEFITS AND COMPENSATION TOTALS:,218110.18,172922.02
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,936,936
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,EQUIPMENT,123373.14,123373.14
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,ACCESS INFO SYST TECH SERVICES TOTALS:,124309.14,124309.14
,CHIEF ADMIN OFCR OF THE HOUSE,2018,Q1,OFFICE TOTALS:,42778253.53,25587429.2
,CLERK OF THE HOUSE,2018,Q1,PERSONNEL COMPENSATION,9993566.01,5103360.55
,CLERK OF THE HOUSE,2018,Q1,TRAVEL,20348.32,12716.33
,CLERK OF THE HOUSE,2018,Q1,RENT  COMMUNICATION  UTILITIES,70919.54,42429.73
,CLERK OF THE HOUSE,2018,Q1,PRINTING AND REPRODUCTION,2822.04,2526.68
,CLERK OF THE HOUSE,2018,Q1,OTHER SERVICES,494856.42,323206.42
,CLERK OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,107363.89,100458.23
,CLERK OF THE HOUSE,2018,Q1,EQUIPMENT,140066.63,104135.83
,CLERK OF THE HOUSE,2018,Q1,SALARIES  OFFICERS & EMPLOYEES TOTALS:,10829942.85,5688833.77
,CLERK OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,3821.79,3821.79
,CLERK OF THE HOUSE,2018,Q1,FAMILY ROOM TOTALS:,3821.79,3821.79
,CLERK OF THE HOUSE,2018,Q1,OFFICE TOTALS:,10833764.64,5692655.56
,OFFICE OF GENERAL COUNSEL,2018,Q1,PERSONNEL COMPENSATION,542874.21,271931.73
,OFFICE OF GENERAL COUNSEL,2018,Q1,TRAVEL,2005.3,781.22
,OFFICE OF GENERAL COUNSEL,2018,Q1,RENT  COMMUNICATION  UTILITIES,3401.41,2088.87
,OFFICE OF GENERAL COUNSEL,2018,Q1,PRINTING AND REPRODUCTION,1295,1295
,OFFICE OF GENERAL COUNSEL,2018,Q1,OTHER SERVICES,12344.85,6000
,OFFICE OF GENERAL COUNSEL,2018,Q1,SUPPLIES AND MATERIALS,9979.29,8858.86
,OFFICE OF GENERAL COUNSEL,2018,Q1,EQUIPMENT,11976.3,376.2
,OFFICE OF GENERAL COUNSEL,2018,Q1,SALARIES  OFFICERS & EMPLOYEES TOTALS:,583876.36,291331.88
,OFFICE OF GENERAL COUNSEL,2018,Q1,OFFICE TOTALS:,583876.36,291331.88
,SERGEANT AT ARMS,2018,Q1,PERSONNEL COMPENSATION,4952400.76,2542263.35
,SERGEANT AT ARMS,2018,Q1,PERSONNEL TOTALS:,4952400.76,2542263.35
,SERGEANT AT ARMS,2018,Q1,SUPPLIES AND MATERIALS,159.19,159.19
,SERGEANT AT ARMS,2018,Q1,RECEPTIONS TOTALS:,159.19,159.19
,SERGEANT AT ARMS,2018,Q1,OFFICE TOTALS:,4952559.95,2542422.54
,OFFICE OF THE PARLIAMENTARIAN,2018,Q1,PERSONNEL COMPENSATION,609916.63,314374.98
,OFFICE OF THE PARLIAMENTARIAN,2018,Q1,RENT  COMMUNICATION  UTILITIES,11129.1,6617.34
,OFFICE OF THE PARLIAMENTARIAN,2018,Q1,PRINTING AND REPRODUCTION,12.8,12.8
,OFFICE OF THE PARLIAMENTARIAN,2018,Q1,SUPPLIES AND MATERIALS,977.68,272.89
,OFFICE OF THE PARLIAMENTARIAN,2018,Q1,EQUIPMENT,2352,1176
,OFFICE OF THE PARLIAMENTARIAN,2018,Q1,SALARIES  OFFICERS & EMPLOYEES TOTALS:,624388.21,322454.01
,OFFICE OF THE PARLIAMENTARIAN,2018,Q1,OFFICE TOTALS:,624388.21,322454.01
,COMPILATION OF PRECEDENTS,2018,Q1,PERSONNEL COMPENSATION,245499.96,124999.98
,COMPILATION OF PRECEDENTS,2018,Q1,SALARIES  OFFICERS & EMPLOYEES TOTALS:,245499.96,124999.98
,COMPILATION OF PRECEDENTS,2018,Q1,OFFICE TOTALS:,245499.96,124999.98
,TECHNICAL ASSISTANTS,2018,Q1,PERSONNEL COMPENSATION,232053.54,116026.77
,TECHNICAL ASSISTANTS,2018,Q1,SALARIES  OFFICERS & EMPLOYEES TOTALS:,232053.54,116026.77
,TECHNICAL ASSISTANTS,2018,Q1,OFFICE TOTALS:,232053.54,116026.77
,OFFICE OF INSPECTOR GENERAL,2018,Q1,TRAVEL,568.7,50
,OFFICE OF INSPECTOR GENERAL,2018,Q1,OTHER SERVICES,979,221
,OFFICE OF INSPECTOR GENERAL,2018,Q1,TRAINING  PERSONNEL & DEVELOP TOTALS:,1547.7,271
,OFFICE OF INSPECTOR GENERAL,2018,Q1,PERSONNEL COMPENSATION,188832,95008.26
,OFFICE OF INSPECTOR GENERAL,2018,Q1,RENT  COMMUNICATION  UTILITIES,10716.71,6333.48
,OFFICE OF INSPECTOR GENERAL,2018,Q1,PRINTING AND REPRODUCTION,733.05,733.05
,OFFICE OF INSPECTOR GENERAL,2018,Q1,OTHER SERVICES,25951.74,12348
,OFFICE OF INSPECTOR GENERAL,2018,Q1,SUPPLIES AND MATERIALS,2022.57,712.25
,OFFICE OF INSPECTOR GENERAL,2018,Q1,EQUIPMENT,21146.69,20247.69
,OFFICE OF INSPECTOR GENERAL,2018,Q1,ADMIN AND OPS TOTALS:,249402.76,135382.73
,OFFICE OF INSPECTOR GENERAL,2018,Q1,PERSONNEL COMPENSATION,1408788.13,686035.1
,OFFICE OF INSPECTOR GENERAL,2018,Q1,OTHER SERVICES,228,228
,OFFICE OF INSPECTOR GENERAL,2018,Q1,SUPPLIES AND MATERIALS,3617.58,3617.58
,OFFICE OF INSPECTOR GENERAL,2018,Q1,AUDIT  ADVISORY  INVESTIGATION TOTALS:,1412633.71,689880.68
,OFFICE OF INSPECTOR GENERAL,2018,Q1,OFFICE TOTALS:,1663584.17,825534.41
,LAW REVISION COUNSEL,2018,Q1,RENT  COMMUNICATION  UTILITIES,3051.21,1651.41
,LAW REVISION COUNSEL,2018,Q1,PRINTING AND REPRODUCTION,39.95,0
,LAW REVISION COUNSEL,2018,Q1,OTHER SERVICES,395,0
,LAW REVISION COUNSEL,2018,Q1,SUPPLIES AND MATERIALS,15580.6,11478.53
,LAW REVISION COUNSEL,2018,Q1,EQUIPMENT,27826,705
,LAW REVISION COUNSEL,2018,Q1,ADMIN AND OPS TOTALS:,46892.76,13834.94
,LAW REVISION COUNSEL,2018,Q1,PERSONNEL COMPENSATION,1067009.4,539421.36
,LAW REVISION COUNSEL,2018,Q1,USC CODIFICATION & MAINTENANCE TOTALS:,1067009.4,539421.36
,LAW REVISION COUNSEL,2018,Q1,OFFICE TOTALS:,1113902.16,553256.3
,LEGISLATIVE COUNSEL,2018,Q1,RENT  COMMUNICATION  UTILITIES,14662.38,8863.56
,LEGISLATIVE COUNSEL,2018,Q1,PRINTING AND REPRODUCTION,29.95,29.95
,LEGISLATIVE COUNSEL,2018,Q1,OTHER SERVICES,16502.1,12133.44
,LEGISLATIVE COUNSEL,2018,Q1,SUPPLIES AND MATERIALS,21260.39,3983.26
,LEGISLATIVE COUNSEL,2018,Q1,EQUIPMENT,28126.23,10095.61
,LEGISLATIVE COUNSEL,2018,Q1,ADMIN AND OPS TOTALS:,80581.05,35105.82
,LEGISLATIVE COUNSEL,2018,Q1,PERSONNEL COMPENSATION,4078584.67,2012801.35
,LEGISLATIVE COUNSEL,2018,Q1,DRAFTING LEGISLATION TOTALS:,4078584.67,2012801.35
,LEGISLATIVE COUNSEL,2018,Q1,OFFICE TOTALS:,4159165.72,2047907.17
,INTERPARLIAMENTARY AFFAIRS,2018,Q1,PERSONNEL COMPENSATION,150916.64,77791.64
,INTERPARLIAMENTARY AFFAIRS,2018,Q1,RENT  COMMUNICATION  UTILITIES,2655.02,1576.87
,INTERPARLIAMENTARY AFFAIRS,2018,Q1,SUPPLIES AND MATERIALS,378,252
,INTERPARLIAMENTARY AFFAIRS,2018,Q1,EQUIPMENT,660,330
,INTERPARLIAMENTARY AFFAIRS,2018,Q1,SALARIES  OFFICERS & EMPLOYEES TOTALS:,154609.66,79950.51
,INTERPARLIAMENTARY AFFAIRS,2018,Q1,OFFICE TOTALS:,154609.66,79950.51
,CAO ADVANCED BUSINESS SOLUTION,2018,Q1,OTHER SERVICES,359728.55,94892.48
,CAO ADVANCED BUSINESS SOLUTION,2018,Q1,ATLAS TOTALS:,359728.55,94892.48
,CAO ADVANCED BUSINESS SOLUTION,2018,Q1,OTHER SERVICES,8850.42,7564.72
,CAO ADVANCED BUSINESS SOLUTION,2018,Q1,HYPERION BUDGET & PLANNING TOTALS:,8850.42,7564.72
,CAO ADVANCED BUSINESS SOLUTION,2018,Q1,OTHER SERVICES,153412.56,79473.24
,CAO ADVANCED BUSINESS SOLUTION,2018,Q1,PD REPLACEMENT PROJECT TOTALS:,153412.56,79473.24
,CAO ADVANCED BUSINESS SOLUTION,2018,Q1,OFFICE TOTALS:,521991.53,181930.44
,CLERK OF THE HOUSE,2018,Q1,OTHER SERVICES,304840.25,195691.5
,CLERK OF THE HOUSE,2018,Q1,EQUIPMENT,50607.6,29650
,CLERK OF THE HOUSE,2018,Q1,LIMS TOTALS:,355447.85,225341.5
,CLERK OF THE HOUSE,2018,Q1,OTHER SERVICES,79325,79325
,CLERK OF THE HOUSE,2018,Q1,SUPPLIES AND MATERIALS,3772.75,476.01
,CLERK OF THE HOUSE,2018,Q1,EQUIPMENT,117702.08,38460.86
,CLERK OF THE HOUSE,2018,Q1,ELECTRONIC VOTING SYSTEM TOTALS:,200799.83,118261.87
,CLERK OF THE HOUSE,2018,Q1,RENT  COMMUNICATION  UTILITIES,4376.37,3990.12
,CLERK OF THE HOUSE,2018,Q1,CANNON RENEWAL TOTALS:,4376.37,3990.12
,CLERK OF THE HOUSE,2018,Q1,OFFICE TOTALS:,560624.05,347593.49
,SERGEANT AT ARMS,2018,Q1,EQUIPMENT,61962.46,61962.46
,SERGEANT AT ARMS,2018,Q1,MEMB DSTOFF SECUR ASSMNT TOTALS:,61962.46,61962.46
,SERGEANT AT ARMS,2018,Q1,OFFICE TOTALS:,61962.46,61962.46
,SERGEANT AT ARMS,2018,Q1,TRAVEL,28192.02,23476.58
,SERGEANT AT ARMS,2018,Q1,RENT  COMMUNICATION  UTILITIES,62065.74,36837.88
,SERGEANT AT ARMS,2018,Q1,PRINTING AND REPRODUCTION,1052.55,890.25
,SERGEANT AT ARMS,2018,Q1,OTHER SERVICES,94681.56,67696.56
,SERGEANT AT ARMS,2018,Q1,SUPPLIES AND MATERIALS,23728.29,17698.55
,SERGEANT AT ARMS,2018,Q1,EQUIPMENT,26392.37,12745.13
,SERGEANT AT ARMS,2018,Q1,NON - PERSONNEL TOTALS:,236112.53,159344.95
,SERGEANT AT ARMS,2018,Q1,TRAVEL,68729.92,68729.92
,SERGEANT AT ARMS,2018,Q1,OVERSEAS TRVL CAP POLICE REIMB TOTALS:,68729.92,68729.92
,SERGEANT AT ARMS,2018,Q1,RENT  COMMUNICATION  UTILITIES,39.95,39.95
,SERGEANT AT ARMS,2018,Q1,OTHER SERVICES,24868.53,21346.86
,SERGEANT AT ARMS,2018,Q1,EQUIPMENT,3593.67,2398
,SERGEANT AT ARMS,2018,Q1,MEMB DSTOFF SECUR ASSMNT OTH TOTALS:,28502.15,23784.81
,SERGEANT AT ARMS,2018,Q1,OFFICE TOTALS:,333344.6,251859.68
,EMD,2018,Q1,OTHER SERVICES,88635.39,212.02
,EMD,2018,Q1,OEPPO TOTALS:,88635.39,212.02
,EMD,2018,Q1,OFFICE TOTALS:,88635.39,212.02
