BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"20,201.12","20,201.12"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"351,542.02","351,542.02"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","1,202.95","1,202.95"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,157.20,157.20
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,572.98,572.98
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"8,676.67","8,676.67"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"105,750.00","105,750.00"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"183,563.33","183,563.33"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"67,215.28","67,215.28"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"260,469.76","260,469.76"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2011Q4,TRAVEL,995.39,995.39
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",70.00,70.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,187.80,187.80
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,284.80,284.80
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"6,842.50","6,842.50"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"81,249.99","81,249.99"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"243,895.84","243,895.84"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2011Q4,TRAVEL,10.77,10.77
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",18.86,18.86
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,55.00,55.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,281.45,281.45
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"8,755.52","8,755.52"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"80,000.04","80,000.04"
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"161,374.98","161,374.98"
,MINORITY EMPLOYEES,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"382,634.49","382,634.49"
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"32,499.99","32,499.99"
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"22,500.00","22,500.00"
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"79,424.25","79,424.25"
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"88,412.49","88,412.49"
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"120,355.89","120,355.89"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"149,100.00","149,100.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"126,760.15","126,760.15"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"56,243.34","56,243.34"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"14,721,537.52","14,721,537.52"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"78,888.50","78,888.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",390.00,390.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"1,651.26","1,651.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,157.89,157.89
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,111.50,111.50
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"93,182.73","93,182.73"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"10,929.21","10,929.21"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,TRAVEL,"43,424.65","43,424.65"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","176,536.09","176,536.09"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,"1,602.90","1,602.90"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"48,491.16","48,491.16"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"100,275.81","100,275.81"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"29,883.61","29,883.61"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",13.71,13.71
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"10,850.00","10,850.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,40.00,40.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"14,540.60","14,540.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"35,477.36","35,477.36"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"201,282.33","201,282.33"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","7,156.69","7,156.69"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"191,052.00","191,052.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"252,000.00","252,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"59,650.62","59,650.62"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"27,121.50","27,121.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"259,786.34","259,786.34"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","17,263.57","17,263.57"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,158.50,158.50
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"115,660.32","115,660.32"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"14,700.00","14,700.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,584.22,584.22
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"59,949.75","59,949.75"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",104.99,104.99
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"1,308.34","1,308.34"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"249,991.32","249,991.32"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"80,774.40","80,774.40"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,TRAVEL,"8,819.57","8,819.57"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,175.00,175.00
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"4,688,961.36","4,688,961.36"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2011Q4,TRAVEL,"8,220.38","8,220.38"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","26,875.12","26,875.12"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,238.42,238.42
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"358,698.61","358,698.61"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"14,918.91","14,918.91"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"64,555.46","64,555.46"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"258,799.65","258,799.65"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2011Q4,TRAVEL,460.63,460.63
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","1,314.52","1,314.52"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,93.80,93.80
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,869.25,869.25
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"4,316.81","4,316.81"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"2,937.12","2,937.12"
,SERGEANT AT ARMS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"2,198,792.19","2,198,792.19"
,SERGEANT AT ARMS,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,249.07,249.07
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"43,125.00","43,125.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"301,541.66","301,541.66"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","3,751.97","3,751.97"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,21.50,21.50
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"1,064.36","1,064.36"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"2,494.92","2,494.92"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"107,750.01","107,750.01"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"108,526.77","108,526.77"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"46,410.12","46,410.12"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","1,623.67","1,623.67"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,346.52,346.52
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"745,431.51","745,431.51"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,TRAVEL,"2,554.10","2,554.10"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","5,447.37","5,447.37"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"32,158.05","32,158.05"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"3,715.58","3,715.58"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"1,256.45","1,256.45"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"39,999.99","39,999.99"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",107.89,107.89
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2011Q4,EQUIPMENT,245.70,245.70
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,FRANKED MAIL,329.39,329.39
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"514,934.52","514,934.52"
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","1,296.44","1,296.44"
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"5,940.00","5,940.00"
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"6,521.09","6,521.09"
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"12,286.43","12,286.43"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,FRANKED MAIL,1.46,1.46
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"1,841,202.84","1,841,202.84"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","7,250.78","7,250.78"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,8.10,8.10
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"5,374.83","5,374.83"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"10,318.07","10,318.07"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"2,033.38","2,033.38"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"69,307.26","69,307.26"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,TRAVEL,100.00,100.00
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",555.63,555.63
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,923.80,923.80
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"13,051.85","13,051.85"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,EQUIPMENT,570.00,570.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"619,020.51","619,020.51"
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"55,941.88","55,941.88"
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"15,997.50","15,997.50"
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"1,195.00","1,195.00"
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2012,2011Q4,EQUIPMENT,625.00,625.00
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"38,000.00","38,000.00"
,OEM,FISCAL YEAR 2012,2011Q4,TRAVEL,16.69,16.69
,OEM,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",13.16,13.16
,OEM,FISCAL YEAR 2012,2011Q4,TRAVEL,"26,689.30","26,689.30"
,OEM,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES","37,816.18","37,816.18"
,OEM,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,"2,437.14","2,437.14"
,OEM,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"417,403.77","417,403.77"
,OEM,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"5,723.74","5,723.74"
,OEM,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"12,035.96","12,035.96"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"330,284.52","330,284.52"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"35,640.68","35,640.68"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"1,779.58","1,779.58"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,TRAVEL,"18,184.58","18,184.58"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,386.15,386.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"1,515.00","1,515.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,361.37,361.37
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,"334,202.24","334,202.24"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"4,181.04","4,181.04"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"6,674.29","6,674.29"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"904,755.02","904,755.02"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,"4,678.56","4,678.56"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,EQUIPMENT,"49,921.78","49,921.78"
,JOINT COMM DEFICIT REDUCTION,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,"38,224.05","38,224.05"
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,FRANKED MAIL,"28,281.99","2,146.10"
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,PERSONNEL COMPENSATION,"916,108.34","236,336.67"
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,TRAVEL,"15,760.83","3,903.24"
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES","117,547.82","29,412.59"
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,PRINTING AND REPRODUCTION,"18,944.16",871.86
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,OTHER SERVICES,"51,641.78","14,233.05"
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,SUPPLIES AND MATERIALS,"32,939.54","8,717.47"
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,EQUIPMENT,"2,410.16",538.74
A000366,HON. SANDY ADAMS,2011,2011Q4,FRANKED MAIL,"67,276.74","62,727.09"
A000366,HON. SANDY ADAMS,2011,2011Q4,PERSONNEL COMPENSATION,"732,574.94","209,208.33"
A000366,HON. SANDY ADAMS,2011,2011Q4,TRAVEL,"23,635.19","7,381.13"
A000366,HON. SANDY ADAMS,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES","64,487.78","16,257.57"
A000366,HON. SANDY ADAMS,2011,2011Q4,PRINTING AND REPRODUCTION,"98,542.46","92,083.91"
A000366,HON. SANDY ADAMS,2011,2011Q4,OTHER SERVICES,"47,091.95","10,468.30"
A000366,HON. SANDY ADAMS,2011,2011Q4,SUPPLIES AND MATERIALS,"31,962.96","18,032.44"
A000366,HON. SANDY ADAMS,2011,2011Q4,EQUIPMENT,"9,057.30","5,643.68"
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,FRANKED MAIL,"7,911.96","2,365.89"
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,PERSONNEL COMPENSATION,"1,008,149.54","295,593.56"
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,TRAVEL,"75,234.75","30,941.19"
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES","74,180.99","18,479.80"
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,PRINTING AND REPRODUCTION,"8,753.47",857.05
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,OTHER SERVICES,"44,826.41","10,503.36"
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,SUPPLIES AND MATERIALS,"28,722.22","8,381.74"
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,EQUIPMENT,"3,051.22",330.00
A000358,HON. W. TODD AKIN,2011,2011Q4,FRANKED MAIL,"10,488.91","5,040.83"
A000358,HON. W. TODD AKIN,2011,2011Q4,PERSONNEL COMPENSATION,"922,306.72","226,727.81"
A000358,HON. W. TODD AKIN,2011,2011Q4,TRAVEL,"24,990.07","5,502.28"
A000358,HON. W. TODD AKIN,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES","111,041.47","28,370.77"
A000358,HON. W. TODD AKIN,2011,2011Q4,PRINTING AND REPRODUCTION,"1,508.07",288.10
A000358,HON. W. TODD AKIN,2011,2011Q4,OTHER SERVICES,"35,124.00","14,768.50"
A000358,HON. W. TODD AKIN,2011,2011Q4,SUPPLIES AND MATERIALS,"13,164.64","8,952.32"
A000358,HON. W. TODD AKIN,2011,2011Q4,EQUIPMENT,"4,182.88","1,795.72"
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,FRANKED MAIL,"9,414.20","5,440.94"
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,PERSONNEL COMPENSATION,"1,046,950.12","355,664.99"
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,TRAVEL,"79,945.14","25,711.87"
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES","90,717.69","22,437.25"
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,PRINTING AND REPRODUCTION,834.74,474.80
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,OTHER SERVICES,"48,320.70","16,590.00"
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,SUPPLIES AND MATERIALS,"25,929.93","10,915.10"
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,EQUIPMENT,"1,600.04","1,081.01"
