BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2015Q4,PERSONNEL COMPENSATION,"667,187.10","667,187.10"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2015Q4,SUPPLIES AND MATERIALS,47.84,47.84
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2015Q4,"RENT, COMMUNICATION, UTILITIES","1,244.05","1,244.05"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"3,622.85","3,622.85"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2015Q4,SUPPLIES AND MATERIALS,"4,325.12","4,325.12"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"1,100.00","1,100.00"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2015Q4,PERSONNEL COMPENSATION,"474,963.03","474,963.03"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2015Q4,TRAVEL,40.00,40.00
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2015Q4,"RENT, COMMUNICATION, UTILITIES","6,049.36","6,049.36"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"1,323.33","1,323.33"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2015Q4,SUPPLIES AND MATERIALS,"2,535.63","2,535.63"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"3,250.74","3,250.74"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2015Q4,PERSONNEL COMPENSATION,"2,046,144.13","2,046,144.13"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2015Q4,PERSONNEL COMPENSATION,"78,969.34","78,969.34"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2015Q4,"RENT, COMMUNICATION, UTILITIES",684.46,684.46
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2015Q4,SUPPLIES AND MATERIALS,224.13,224.13
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2015Q4,EQUIPMENT,570.00,570.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"559,457.07","559,457.07"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2015Q4,EQUIPMENT,0.17,0.17
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"202,540.80","202,540.80"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"9,075.03","9,075.03"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"19,655.13","19,655.13"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"31,736.40","31,736.40"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2015Q4,TRAVEL,"4,277.10","4,277.10"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2015Q4,"RENT, COMMUNICATION, UTILITIES","22,661.57","22,661.57"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2015Q4,PRINTING AND REPRODUCTION,279.90,279.90
,SERGEANT AT ARMS,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"30,432.00","30,432.00"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2015Q4,SUPPLIES AND MATERIALS,"8,996.45","8,996.45"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"16,760.92","16,760.92"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2015Q4,TRAVEL,"3,457.48","3,457.48"
,EMD,FISCAL YEAR 2016,2015Q4,PERSONNEL COMPENSATION,609.73,609.73
,EMD,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"137,288.45","137,288.45"
,EMD,FISCAL YEAR 2016,2015Q4,SUPPLIES AND MATERIALS,505.19,505.19
,EMD,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"111,191.16","111,191.16"
,CAO IMMEDIATE OFFICE,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"24,148.32","24,148.32"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"26,722.41","26,722.41"
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"8,025.84","8,025.84"
,FURNISHINGS,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,"4,048.45","4,048.45"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"131,628.36","131,628.36"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"57,678.14","57,678.14"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2015Q4,TRAVEL,"25,509.06","25,509.06"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2015Q4,"RENT, COMMUNICATION, UTILITIES","2,431.53","2,431.53"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2015Q4,PRINTING AND REPRODUCTION,"4,666.60","4,666.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2015Q4,OTHER SERVICES,20.00,20.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2015Q4,SUPPLIES AND MATERIALS,135.38,135.38
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2015Q4,PERSONNEL COMPENSATION,"445,520.33","445,520.33"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2016,2015Q4,SUPPLIES AND MATERIALS,"6,798.33","6,798.33"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"6,193.07","6,193.07"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2016,2015Q4,SUPPLIES AND MATERIALS,"1,020.99","1,020.99"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"25,182.39","25,182.39"
,COMMITTEE RENOVATION PROJECT,FISCAL YEAR 2016,2015Q4,EQUIPMENT,"46,938.50","46,938.50"
A000374,HON. RALPH ABRAHAM,2015,2015Q4,FRANKED MAIL,"47,342.30","1,604.68"
A000374,HON. RALPH ABRAHAM,2015,2015Q4,PERSONNEL COMPENSATION,"838,124.23","244,833.32"
A000374,HON. RALPH ABRAHAM,2015,2015Q4,TRAVEL,"119,448.98","33,796.37"
A000374,HON. RALPH ABRAHAM,2015,2015Q4,TRANSPORTATION OF THINGS,40.00,0.00
A000374,HON. RALPH ABRAHAM,2015,2015Q4,"RENT, COMMUNICATION, UTILITIES","81,221.99","19,423.41"
A000374,HON. RALPH ABRAHAM,2015,2015Q4,PRINTING AND REPRODUCTION,"42,381.64","35,849.58"
A000374,HON. RALPH ABRAHAM,2015,2015Q4,OTHER SERVICES,"37,351.59","9,529.90"
A000374,HON. RALPH ABRAHAM,2015,2015Q4,SUPPLIES AND MATERIALS,"38,574.56","4,793.98"
A000374,HON. RALPH ABRAHAM,2015,2015Q4,EQUIPMENT,"12,888.87","1,903.20"
A000370,HON. ALMA S. ADAMS,2015,2015Q4,FRANKED MAIL,"15,736.16","14,671.51"
A000370,HON. ALMA S. ADAMS,2015,2015Q4,PERSONNEL COMPENSATION,"801,691.94","216,887.98"
A000370,HON. ALMA S. ADAMS,2015,2015Q4,TRAVEL,"57,944.64","16,615.07"
A000370,HON. ALMA S. ADAMS,2015,2015Q4,"RENT, COMMUNICATION, UTILITIES","92,720.54","23,690.96"
A000370,HON. ALMA S. ADAMS,2015,2015Q4,PRINTING AND REPRODUCTION,"24,074.53","20,597.70"
A000370,HON. ALMA S. ADAMS,2015,2015Q4,OTHER SERVICES,"27,040.57","7,832.74"
A000370,HON. ALMA S. ADAMS,2015,2015Q4,SUPPLIES AND MATERIALS,"15,770.50","5,608.42"
A000370,HON. ALMA S. ADAMS,2015,2015Q4,EQUIPMENT,"52,497.37","1,570.26"
A000055,HON. ROBERT B. ADERHOLT,2015,2015Q4,FRANKED MAIL,"9,104.10","2,406.03"
A000055,HON. ROBERT B. ADERHOLT,2015,2015Q4,PERSONNEL COMPENSATION,"904,554.73","243,444.12"
A000055,HON. ROBERT B. ADERHOLT,2015,2015Q4,TRAVEL,"68,781.83","22,669.63"
A000055,HON. ROBERT B. ADERHOLT,2015,2015Q4,"RENT, COMMUNICATION, UTILITIES","85,763.24","22,879.86"
A000055,HON. ROBERT B. ADERHOLT,2015,2015Q4,PRINTING AND REPRODUCTION,"6,495.09","1,149.26"
A000055,HON. ROBERT B. ADERHOLT,2015,2015Q4,OTHER SERVICES,"28,794.12","5,884.53"
A000055,HON. ROBERT B. ADERHOLT,2015,2015Q4,SUPPLIES AND MATERIALS,"21,081.88","13,619.30"
A000055,HON. ROBERT B. ADERHOLT,2015,2015Q4,EQUIPMENT,"7,329.94","2,274.19"
A000371,HON. PETE AGUILAR,2015,2015Q4,FRANKED MAIL,"29,241.73","15,239.26"
A000371,HON. PETE AGUILAR,2015,2015Q4,PERSONNEL COMPENSATION,"727,250.21","233,277.85"
A000371,HON. PETE AGUILAR,2015,2015Q4,TRAVEL,"64,116.39","15,003.89"
A000371,HON. PETE AGUILAR,2015,2015Q4,"RENT, COMMUNICATION, UTILITIES","127,959.03","35,834.83"
A000371,HON. PETE AGUILAR,2015,2015Q4,PRINTING AND REPRODUCTION,"96,840.62","65,906.77"
A000371,HON. PETE AGUILAR,2015,2015Q4,OTHER SERVICES,"31,022.73","5,692.00"
A000371,HON. PETE AGUILAR,2015,2015Q4,SUPPLIES AND MATERIALS,"39,300.14","9,308.40"
A000371,HON. PETE AGUILAR,2015,2015Q4,EQUIPMENT,"12,316.56","4,437.23"
A000372,HON. RICK W. ALLEN,2015,2015Q4,FRANKED MAIL,"40,044.59","12,552.77"
A000372,HON. RICK W. ALLEN,2015,2015Q4,PERSONNEL COMPENSATION,"838,910.12","221,781.99"
A000372,HON. RICK W. ALLEN,2015,2015Q4,TRAVEL,"58,196.76","10,213.22"
A000372,HON. RICK W. ALLEN,2015,2015Q4,"RENT, COMMUNICATION, UTILITIES","62,637.48","13,108.59"
A000372,HON. RICK W. ALLEN,2015,2015Q4,PRINTING AND REPRODUCTION,"54,869.03","23,404.08"
A000372,HON. RICK W. ALLEN,2015,2015Q4,OTHER SERVICES,"48,957.25","15,090.00"
A000372,HON. RICK W. ALLEN,2015,2015Q4,SUPPLIES AND MATERIALS,"28,710.84","9,264.66"
A000372,HON. RICK W. ALLEN,2015,2015Q4,EQUIPMENT,"2,006.61",437.10
A000367,HON. JUSTIN A. AMASH,2015,2015Q4,FRANKED MAIL,854.96,396.54
A000367,HON. JUSTIN A. AMASH,2015,2015Q4,PERSONNEL COMPENSATION,"913,783.85","265,268.51"
A000367,HON. JUSTIN A. AMASH,2015,2015Q4,TRAVEL,"30,047.42","6,901.82"
A000367,HON. JUSTIN A. AMASH,2015,2015Q4,"RENT, COMMUNICATION, UTILITIES","70,945.23","18,178.97"
A000367,HON. JUSTIN A. AMASH,2015,2015Q4,PRINTING AND REPRODUCTION,"5,532.70","4,536.95"
A000367,HON. JUSTIN A. AMASH,2015,2015Q4,OTHER SERVICES,"28,618.68","6,733.69"
A000367,HON. JUSTIN A. AMASH,2015,2015Q4,SUPPLIES AND MATERIALS,"7,742.27","3,021.65"
A000367,HON. JUSTIN A. AMASH,2015,2015Q4,EQUIPMENT,"4,704.00","1,176.00"
A000369,HON. MARK E. AMODEI,2015,2015Q4,FRANKED MAIL,"1,923.59",632.07
A000369,HON. MARK E. AMODEI,2015,2015Q4,PERSONNEL COMPENSATION,"889,198.39","271,847.17"
A000369,HON. MARK E. AMODEI,2015,2015Q4,TRAVEL,"72,853.24","18,159.12"
A000369,HON. MARK E. AMODEI,2015,2015Q4,"RENT, COMMUNICATION, UTILITIES","108,766.71","27,173.54"
A000369,HON. MARK E. AMODEI,2015,2015Q4,PRINTING AND REPRODUCTION,"2,252.75",479.57
A000369,HON. MARK E. AMODEI,2015,2015Q4,OTHER SERVICES,"59,123.62","19,319.70"
A000369,HON. MARK E. AMODEI,2015,2015Q4,SUPPLIES AND MATERIALS,"16,339.98","5,011.56"
A000369,HON. MARK E. AMODEI,2015,2015Q4,EQUIPMENT,"3,219.73",782.40
A000373,HON. BRAD ASHFORD,2015,2015Q4,FRANKED MAIL,"1,493.50",610.99
