BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"360,574.51","117,125.01"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"1,482,109.94","369,111.15"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q3,TRAVEL,"1,975.63",78.50
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","2,892.48",13.72
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,"2,464.25",71.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"1,728.60","-3,510.00"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"179,069.70","71,024.55"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"9,085.00","-7,751.00"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"87,705.65",0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"1,354,761.46","362,313.53"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q3,TRAVEL,"2,052.75",343.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","4,773.51",344.99
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,"26,608.71","4,287.65"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"4,525.63",253.49
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"91,212.04","10,121.90"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q3,PERSONNEL BENEFITS,"1,055.54",0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"3,917.38","3,917.38"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"525,797.82","105,750.00"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"771,220.05","172,007.58"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"348,749.99","97,187.49"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"1,003,572.75","212,568.09"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q3,TRAVEL,"18,693.60","1,098.36"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","1,155.00",0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,"1,176.17",107.67
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"4,732.84","1,130.70"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"49,608.76","13,270.93"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"309,785.30","76,875.00"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"962,813.83","226,027.78"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q3,TRAVEL,"4,071.79",81.83
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","5,252.16",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,100.00,0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"121,633.98","13,829.94"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"247,996.78","80,000.04"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,47.00,0.00
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,176.48,0.00
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"681,226.00","168,374.98"
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"5,408.55","-7,000.00"
,MINORITY EMPLOYEES,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"1,404,133.66","381,867.16"
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"282,163.05","32,499.99"
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"116,670.86","116,670.86"
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,0.00,"-94,170.86"
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"265,061.88","265,061.88"
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,0.00,"-186,304.30"
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"367,470.42","87,301.38"
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"456,309.17","120,355.88"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"892,290.13","94,895.45"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"52,640.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"923,906.26","168,034.20"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"1,655,040.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"294,345.37","80,276.01"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"22,718.28","8,767.01"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"210,208.61","59,402.46"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"61,419,814.79","15,310,598.58"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,160.65,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"301,245.30","38,708.35"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"3,962.17","2,223.17"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"1,508,711.40","532,916.23"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","40,809.33","10,779.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,90.46,90.46
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"6,573.03","1,651.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"12,700.92","2,384.55"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"10,063.36","1,798.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,446.62,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,"5,183.83",-464.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",882.81,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"244,711.63","29,551.28"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"1,974.13",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,148.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"768,259.85","314,721.24"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"563,880.54","151,225.82"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"187,684.97","144,519.82"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PERSONNEL BENEFITS,97.67,97.67
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,"241,489.54","73,318.78"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRANSPORTATION OF THINGS,"91,800.00","52,200.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","2,436,048.35","360,851.36"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,"8,693.57",527.53
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"2,685,746.45","1,264,261.31"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"846,469.94","272,881.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"1,180,667.40","269,494.97"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","8,244.00","8,244.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"1,550,945.33","1,099,740.71"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"97,413.47","97,413.47"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",42.71,11.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"371,276.16","165,814.18"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"7,414.50","4,229.53"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"140,796.22","119,941.76"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"2,213.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,235.33,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"1,970.84",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","26,595.00","26,595.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"6,436.38","1,436.38"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"10,997.31","8,017.31"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,114.16,114.16
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"5,719.15","5,719.15"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,183.88,26.52
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","75,409.06","28,278.94"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"918,429.50","12,179.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,386.55,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"1,613,443.24","575,531.71"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"944,008.57","375,897.05"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"58,555.94","55,350.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"1,733,676.10","105,530.84"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,"10,000.00","10,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","3,443,622.69","1,083,821.04"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"140,468.36","67,201.36"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"63,643.59","60,648.72"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"563,422.65","227,627.86"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"176,864.57","52,447.56"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"124,442.28",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"316,740.04","5,351.70"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","1,288.75",125.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"317,770.79","158,453.35"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"35,405.47","7,391.72"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"2,412,587.73","1,573,053.92"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",292.80,214.45
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"59,269.68","44,120.88"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"3,211.41","3,211.41"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"47,141.81","23,342.10"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"58,515.46","25,353.64"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"255,721.44","145,244.81"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"109,240.92","92,423.42"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"6,049.50",950.50
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"37,229.25","14,536.79"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"1,355,404.72","377,508.72"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,"8,092.14",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"8,265.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"1,997.77","1,805.99"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"535,677.17","139,430.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"117,639.89","17,639.89"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"1,954.95",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"302,545.69","3,480.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"109,131.15","40,891.83"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"2,921.91","1,100.27"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"538,582.49","304,718.14"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"20,358,975.28","5,035,360.16"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,"56,957.41","19,855.99"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRANSPORTATION OF THINGS,643.51,0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","174,426.64","43,395.14"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,"29,569.51","6,993.81"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"1,660,419.70","455,361.34"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"359,132.77","89,656.42"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"403,174.53","118,166.15"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,934.72,40.22
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"19,577.41",0.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"1,026,759.14","250,874.67"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,TRAVEL,"3,218.52",86.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","7,917.87","2,137.66"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,429.35,0.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"401,894.99","400,000.00"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"34,476.12","9,681.19"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"30,159.85","17,985.99"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"8,492,429.77","2,195,386.03"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,TRAVEL,"16,347.16","1,404.48"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","113,751.87","29,461.04"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,"1,505.38","1,114.78"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"321,341.75","113,860.67"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"53,499.06","13,339.44"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"60,364.95","19,054.74"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,369.93,0.00
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,220.00,0.00
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"161,000.00","43,125.00"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,21.50,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"1,157,472.17","286,847.21"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","22,830.01","5,951.66"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,4.80,4.80
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"12,500.00",0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,"10,191.29","6,622.06"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,EQUIPMENT,"19,833.28","9,323.37"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"402,500.01","107,750.01"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"434,107.08","108,526.77"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"254,916.00","63,729.00"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,TRAVEL,26.00,0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","32,016.23","2,340.93"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,344.45,0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,"8,593.75",0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,435.45,168.97
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,EQUIPMENT,250.00,250.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,"2,870,811.59","732,771.33"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,TRAVEL,"44,391.03","10,144.89"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES","31,542.15","9,048.14"
