BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,DEMOCRATIC CAUCUS,2012,2012Q2,OTHER SERVICES,"1,809.86",425.06
,DEMOCRATIC CAUCUS,2012,2012Q2,SUPPLIES AND MATERIALS,"105,013.06","3,593.70"
,REPUBLICAN CONFERENCE,2012,2012Q2,PERSONNEL COMPENSATION,"609,859.95","292,211.09"
,REPUBLICAN CONFERENCE,2012,2012Q2,TRAVEL,121.00,94.00
,REPUBLICAN CONFERENCE,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","4,384.95","2,375.00"
,REPUBLICAN CONFERENCE,2012,2012Q2,PRINTING AND REPRODUCTION,"3,862.62","3,800.77"
,REPUBLICAN CONFERENCE,2012,2012Q2,OTHER SERVICES,142.85,136.90
,REPUBLICAN CONFERENCE,2012,2012Q2,SUPPLIES AND MATERIALS,"20,653.35","10,455.25"
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"548,779.96",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"857,027.29",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q2,TRAVEL,"1,870.69",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",965.78,209.75
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,"1,243.70",0.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"4,030.41","4,030.41"
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"47,861.06",50.00
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q2,PERSONNEL BENEFITS,"6,249.99",0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"258,576.73",0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"304,979.13",0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q2,FRANKED MAIL,1.52,0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q2,TRAVEL,"2,191.58",0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",422.65,0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,376.31,0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,180.12,0.00
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"28,387.19",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"667,979.36",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"1,022,142.43",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q2,TRAVEL,"24,015.08",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","1,590.07",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,"3,319.05",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"29,409.81",0.00
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"130,839.55",941.31
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"117,916.67",0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"350,999.99",0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q2,TRAVEL,56.50,0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",73.00,0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,6.50,0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"30,386.36",0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"360,646.67",0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","2,193.89",0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,157.20,0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,751.54,0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"11,703.01",0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"68,652.78",0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"277,915.80",0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q2,TRAVEL,995.39,0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",70.00,0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,187.80,0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,284.80,0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"14,021.86",292.73
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"82,986.10",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"249,404.17",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q2,TRAVEL,10.77,0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","4,018.86",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,"8,738.49",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,287.40,0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"22,952.27",944.22
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"43,651,097.70","14,461,984.48"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,TRAVEL,711.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",390.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"3,302.52","1,651.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"1,355.94",675.12
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"3,337.71","1,539.12"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,111.50,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"413,565.60","130,415.31"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"26,485.83","14,703.68"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"68,867.35","34,485.68"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,TRAVEL,"184,844.38","104,972.84"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,TRANSPORTATION OF THINGS,"45,900.00","45,900.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","684,013.30","243,084.22"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,"6,463.29","3,091.45"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"1,262,337.03","662,056.02"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"507,718.77","239,134.30"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"445,955.98","167,422.87"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","38,949.03","38,949.03"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"1,379,256.18","692,315.90"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"79,115.86","26,636.68"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",173.13,79.85
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,336.65,49.90
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"105,081.67","67,587.64"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"5,176.00","3,536.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"112,959.00","56,634.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"155,808.09","49,448.88"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"8,267.70","8,267.70"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"201,282.33",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"10,668.70","10,668.70"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"10,353.00","10,353.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"305,733.42","200,179.42"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"771,491.72","124,324.02"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"737,795.19","173,060.73"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"224,973.36","84,365.01"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"5,754.91","1,912.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"201,698.20","56,289.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"425,831.29","425,831.29"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"7,460.00","7,460.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","116,614.97","116,614.97"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"18,972.00","8,432.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"236,876.14","79,751.32"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"2,819.65","2,819.65"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"457,129.20","457,129.20"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,TRAVEL,"1,539.59",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","60,784.16","15,310.27"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"918,282.00","3,964.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"1,966.50","1,666.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"1,041,815.33","409,033.36"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,TRAVEL,"10,625.08","6,897.61"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"575,693.25","284,738.23"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"54,427.88",184.88
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"2,075,807.75",889.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","2,040,582.63","1,039,328.82"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,495.00,495.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,158.50,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"617,133.94","372,615.33"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"111,360.68","80,874.02"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"56,072.60","54,066.34"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"932,310.83","701,382.79"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",104.99,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"12,876.48","12,876.48"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,978.00,978.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"43,850.67","38,876.16"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"220,714.58","98,866.63"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,TRANSPORTATION OF THINGS,"1,396.00","1,396.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"13,440.00","13,440.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"2,769.29",282.27
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"53,307.53","41,998.88"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"1,014,017.88","379,861.02"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"5,622.00","3,927.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"453,234.57","42,806.77"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,TRAVEL,"8,819.57",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"18,170.00","18,170.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"118,159.56",599.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"1,417.91",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"13,466,523.40","4,434,427.63"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q2,TRAVEL,"26,838.28","8,115.66"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","108,950.03","42,718.29"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,"14,165.81","5,037.68"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"1,202,307.68","427,568.64"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"129,042.73","41,946.22"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"627,049.83","341,311.60"
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"3,136.50",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"4,000.12","4,000.12"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"788,863.62","268,351.43"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q2,TRAVEL,"5,051.48","3,496.63"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","6,283.26","2,283.19"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,"4,524.40",61.90
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"1,059.50",190.25
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"26,729.51","12,938.52"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"10,649.96","4,523.66"
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"6,334,416.52","1,968,312.61"
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",141.44,141.44
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,397.08,397.08
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"129,375.00","43,125.00"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,19.20,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"891,666.65","273,750.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","16,693.37","6,974.67"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,283.89,185.55
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"6,250.00","6,250.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"2,451.56",338.51
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"5,208.51","1,176.00"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"331,249.95","111,749.97"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"325,580.31","108,526.77"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,19.20,6.40
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"139,230.36","46,410.12"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","8,608.05","3,071.75"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,603.95,0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,712.43,174.96
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"2,252,315.78","777,887.77"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q2,TRAVEL,"5,840.13","1,688.88"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","23,122.71","9,085.19"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,427.58,137.58
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,"106,423.69","27,706.32"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q2,SUPPLIES AND MATERIALS,"21,229.62","9,944.44"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q2,EQUIPMENT,"50,710.45","46,544.00"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"119,999.97","39,999.99"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q2,TRAVEL,"2,208.47","2,208.47"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",90.50,0.00
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q2,OTHER SERVICES,152.00,152.00
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q2,EQUIPMENT,737.10,245.70
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q2,FRANKED MAIL,"1,329.65",461.73
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q2,PERSONNEL COMPENSATION,"1,587,407.17","540,025.01"
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q2,"RENT, COMMUNICATION, UTILITIES","5,734.77","2,270.09"
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q2,PRINTING AND REPRODUCTION,39.90,0.00
