BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,54.67,-70.43
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,103.00,103.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"31,274.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"211,101.19","107,497.55"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"456,694.50","183,225.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,TRAVEL,"158,591.28","47,657.20"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,TRANSPORTATION OF THINGS,"21,600.00","8,100.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","841,993.27","225,613.47"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,"32,967.90","15,959.23"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"1,362,171.33","593,685.38"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"828,356.93","275,116.69"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"531,144.18","259,504.51"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","41,407.93","15,938.23"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"2,494,615.80","498,497.61"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"131,441.36","44,163.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"16,496.40",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES",252.81,98.49
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,"2,850.00","1,250.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"89,706.53","51,251.25"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"62,352.70","8,716.36"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"277,375.73","119,500.70"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"255,657.43",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"23,047.32","2,907.42"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"730,801.98","120,527.89"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"639,100.00","4,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"145,438.51",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"1,404.18",503.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"759,500.00","579,500.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"3,718.32","3,598.32"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"91,261.72","72,426.28"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","66,107.36","43,844.64"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"1,635,797.16","901,429.25"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"228,848.46","120,541.14"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,588.00,509.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"62,513.92","27,874.02"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","1,500.00","1,500.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"224,803.22","224,803.22"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"946,711.70","434,797.74"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"648,000.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"15,525.00","15,525.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,TRAVEL,"4,725.53","4,725.53"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"36,278.40","26,959.20"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"19,854.69",78.14
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"8,385.00","8,385.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,186.80,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"237,872.38","19,612.38"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"6,286.77","6,286.77"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"272,641.71",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"141,220.33","70,125.11"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"226,736.81","226,736.81"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"111,910.40","111,910.40"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"1,030.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"1,147.86","1,018.76"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"1,638.12",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"112,000.00","25,479.27"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"1,105.55",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"1,568.23",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","13,347.27","3,626.61"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"37,499.64","29,737.08"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"46,370.19","41,856.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"1,284,931.81","408,227.22"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,TRAVEL,425.00,425.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"879,924.88","433,628.48"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"105,650.12","3,333.82"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"2,733,453.09","704,316.37"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","3,189,962.44","891,518.87"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"147,122.20","127,651.02"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"5,090.90",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"515,486.09",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"277,663.91","66,202.16"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"32,320.73","6,406.53"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"1,140,512.26","493,588.47"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"56,347.50","56,347.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"4,735.89","4,735.89"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"157,868.91","145,005.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"31,897.20","46,828.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"8,935.47","2,369.22"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"106,600.57","9,999.24"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"864,449.83","229,425.76"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"4,033.30","2,783.30"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"431,767.39","19,261.52"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"91,315.15","54,032.20"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"130,417.88",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"18,651,043.35","4,696,964.14"
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,TRAVEL,"33,707.08","12,070.53"
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,TRANSPORTATION OF THINGS,"3,931.64",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","143,118.06","42,220.87"
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,"22,802.05","9,166.35"
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"1,128,972.30","349,230.21"
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"428,575.03","157,188.99"
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"700,789.71","178,443.37"
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"10,023.86",355.95
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"1,213,987.74","308,924.02"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2015,2015Q3,TRAVEL,"8,064.52","1,789.24"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","7,634.00","2,243.48"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,"4,418.75",59.90
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"140,848.49","36,885.00"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"52,175.30","18,046.75"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"18,164.64","11,576.59"
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"7,579,304.78","2,236,770.51"
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,169.20,169.20
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"1,123,716.62","278,599.98"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","24,859.68","6,775.52"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,91.49,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"4,554.25","1,293.53"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"17,458.00","1,176.00"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"440,999.91","111,499.98"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"434,107.08","108,526.77"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,TRAVEL,"12,529.55","3,103.30"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES",13.44,0.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"55,626.49","27,906.42"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"357,138.49","96,881.02"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,TRAVEL,"1,678.24",0.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","36,840.59","6,497.93"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,265.30,170.50
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"82,180.18","41,881.67"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"14,670.00","4,731.39"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"18,228.33","6,004.11"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"2,796,305.19","732,283.14"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,TRAVEL,"2,210.93",264.16
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","2,810.00",0.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,"2,283.83",0.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"45,240.94","30,151.66"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"6,621.62",87.89
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"28,405.94","23,738.45"
,LAW REVISION COUNSEL,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","7,867.49","2,239.55"
,LAW REVISION COUNSEL,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,340.00,0.00
,LAW REVISION COUNSEL,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"128,414.35","33,604.85"
,LAW REVISION COUNSEL,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"32,887.48","13,092.40"
,LAW REVISION COUNSEL,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"7,495.15","1,905.00"
,LAW REVISION COUNSEL,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"2,108,514.94","527,831.54"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2015,2015Q3,TRAVEL,"4,963.63","4,219.84"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","38,102.39","8,962.30"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,"1,208.05",124.80
,LEGISLATIVE COUNSEL,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"54,532.78","4,437.99"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"71,552.98","44,464.85"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"41,003.24","5,129.72"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"7,822,906.28","2,010,676.94"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"320,244.06","82,436.01"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","3,027.72",835.50
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,81.60,12.80
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"79,644.76",600.68
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"2,280.00",570.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"2,162,030.47","525,243.93"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"13,784.52",0.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"259,708.11","46,878.84"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"933,088.92","265,337.25"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"670,505.82",0.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"183,150.47","18,150.06"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"85,148.20","85,148.20"
,ENTERPRISE OPERATIONS,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"636,962.88","21,933.00"
,ENTERPRISE OPERATIONS,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"7,547,194.53",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"75,929.74","6,243.99"
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"102,717.95","25,949.83"
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"18,950.00",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"182,336.48","47,000.00"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"45,523.00","45,523.00"
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,PERSONNEL COMPENSATION,"590,802.28","-144,300.00"
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,TRAVEL,"37,338.85","10,288.94"
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","145,965.36","35,177.91"
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,"1,193.71",256.30
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"614,392.08","299,661.66"
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"67,518.90","19,960.88"
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"203,504.60","78,598.93"
,EMD,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,-58.10,-58.10
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,TRAVEL,"12,270.82",0.00
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","154,730.22",0.00
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,PRINTING AND REPRODUCTION,476.90,0.00
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,OTHER SERVICES,"502,424.37","48,327.47"
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,SUPPLIES AND MATERIALS,"165,001.19",0.00
,SERGEANT AT ARMS,FISCAL YEAR 2015,2015Q3,EQUIPMENT,"54,246.48",0.00
,EMD,FISCAL YEAR 2015,2015Q3,TRAVEL,"4,456.12",0.00
,EMD,FISCAL YEAR 2015,2015Q3,TRAVEL,281.61,0.00
,EMD,FISCAL YEAR 2015,2015Q3,"RENT, COMMUNICATION, UTILITIES","-154,730.22",0.00
