BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,150.50,150.50
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"8,109.51","8,109.51"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"14,782.57","14,782.57"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"75,852.75","75,852.75"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"267,583.33","267,583.33"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,TRAVEL,242.50,242.50
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","7,309.89","7,309.89"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"1,833.37","1,833.37"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"18,089.42","18,089.42"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"104,896.76","104,896.76"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,TRAVEL,50.04,50.04
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",165.15,165.15
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,38.30,38.30
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"5,000.00","5,000.00"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,812.95,812.95
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,EQUIPMENT,0.00,0.00
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"180,647.49","180,647.49"
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"9,000.00","9,000.00"
,MINORITY EMPLOYEES,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"257,724.16","257,724.16"
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"129,375.00","129,375.00"
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"66,175.45","66,175.45"
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"69,256.53","69,256.53"
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"119,516.25","119,516.25"
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"93,099.99","93,099.99"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,TRAVEL,"4,759.88","4,759.88"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","517,060.98","517,060.98"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,193.37,193.37
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"34,032.25","34,032.25"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"215,246.53","215,246.53"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"53,580.00","53,580.00"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"298,892.08","298,892.08"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,TRAVEL,"1,437.65","1,437.65"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"25,827.87","25,827.87"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"69,965.47","69,965.47"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"26,398.35","26,398.35"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"85,159.83","85,159.83"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","6,640.36","6,640.36"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"4,634.37","4,634.37"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"1,739.10","1,739.10"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,TRAVEL,"18,814.28","18,814.28"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,TRANSPORTATION OF THINGS,14.95,14.95
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","85,481.86","85,481.86"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,35.90,35.90
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"285,639.93","285,639.93"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"34,815.56","34,815.56"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"71,043.14","71,043.14"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","255,354.18","255,354.18"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"902,000.00","902,000.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,78.34,78.34
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,TRANSPORTATION OF THINGS,89.13,89.13
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"86,809.34","86,809.34"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"28,237.82","28,237.82"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"286,215.38","286,215.38"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","567,186.69","567,186.69"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"229,049.61","229,049.61"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,912.96,912.96
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"1,747.45","1,747.45"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"536,241.72","536,241.72"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,49.99,49.99
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,369.96,369.96
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"561,075.00","561,075.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"409,449.57","409,449.57"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"1,655,040.00","1,655,040.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"33,602.10","33,602.10"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"240,504.31","240,504.31"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,TRAVEL,"2,954.12","2,954.12"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","36,759.13","36,759.13"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,127.36,127.36
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"106,937.48","106,937.48"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"74,253.23","74,253.23"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"30,435.96","30,435.96"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,107.63,107.63
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,TRAVEL,"6,222.23","6,222.23"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,TRANSPORTATION OF THINGS,3.20,3.20
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","15,619.82","15,619.82"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,6.50,6.50
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"19,622.50","19,622.50"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"70,164.08","70,164.08"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"10,174.54","10,174.54"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,124.50,124.50
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"248,620.35","248,620.35"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"47,340.42","47,340.42"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"21,871.00","21,871.00"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,TRAVEL,"1,938.29","1,938.29"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","12,986.50","12,986.50"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,393.90,393.90
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,523.20,523.20
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"13,268.01","13,268.01"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"7,669.00","7,669.00"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"14,647,209.07","14,647,209.07"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"4,984,628.80","4,984,628.80"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,TRAVEL,"2,403.45","2,403.45"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","33,367.01","33,367.01"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"149,993.86","149,993.86"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"108,563.15","108,563.15"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"26,052.24","26,052.24"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"7,800.50","7,800.50"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"264,166.01","264,166.01"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,TRAVEL,"1,977.22","1,977.22"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","1,135.05","1,135.05"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,2.00,2.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"2,245.50","2,245.50"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"3,106.92","3,106.92"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"1,578.85","1,578.85"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"1,856,554.88","1,856,554.88"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,TRAVEL,"2,042.88","2,042.88"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","20,410.62","20,410.62"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,6.50,6.50
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"18,125.00","18,125.00"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"7,747.35","7,747.35"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"5,342.77","5,342.77"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"43,125.00","43,125.00"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,24.70,24.70
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"290,124.99","290,124.99"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","5,125.12","5,125.12"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"9,175.00","9,175.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,676.08,676.08
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,EQUIPMENT,799.47,799.47
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"72,249.99","72,249.99"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"81,992.51","81,992.51"
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"88,979.01","88,979.01"
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2009Q4,TRAVEL,"1,824.35","1,824.35"
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","19,683.57","19,683.57"
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,235.97,235.97
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"682,958.40","682,958.40"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,TRAVEL,"1,335.54","1,335.54"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","3,596.62","3,596.62"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"4,447.35","4,447.35"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"4,388.35","4,388.35"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"1,660.36","1,660.36"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"97,689.99","97,689.99"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,TRAVEL,"3,520.63","3,520.63"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","1,363.22","1,363.22"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,85.90,85.90
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"4,909.95","4,909.95"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"1,586.40","1,586.40"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,EQUIPMENT,245.70,245.70
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"550,814.84","550,814.84"
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","1,576.26","1,576.26"
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"17,594.18","17,594.18"
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"10,805.52","10,805.52"
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"23,634.43","23,634.43"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"1,761,325.48","1,761,325.48"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","7,731.18","7,731.18"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,25.00,25.00
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"64,375.54","64,375.54"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"12,127.62","12,127.62"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,EQUIPMENT,493.74,493.74
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"116,221.74","116,221.74"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","1,123.65","1,123.65"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,"1,168.50","1,168.50"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"34,895.78","34,895.78"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"1,476.66","1,476.66"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,TRAVEL,"2,103.73","2,103.73"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,TRAVEL,"27,734.03","27,734.03"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"107,207.99","107,207.99"
,OEPPO,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"328,736.93","328,736.93"
,OEPPO,FISCAL YEAR 2010,2009Q4,TRAVEL,12.00,12.00
,OEPPO,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","6,589.34","6,589.34"
,OEPPO,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,13.00,13.00
,OEPPO,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,"18,480.00","18,480.00"
,OEPPO,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"5,322.60","5,322.60"
,OEPPO,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"190,446.79","190,446.79"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","5,205.11","5,205.11"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES","17,138.80","17,138.80"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"2,209.30","2,209.30"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,293.99,293.99
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"1,726.41","1,726.41"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",138.00,138.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,"226,495.63","226,495.63"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"1,740.00","1,740.00"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,"1,915.74","1,915.74"
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,"1,204,828.80","1,204,828.80"
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,FRANKED MAIL,"4,598.39",997.11
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,PERSONNEL COMPENSATION,"1,260,365.78","383,474.98"
