BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"635,100.00","509,985.30"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"14,052.44","11,284.11"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"3,866.25","3,866.25"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"90,874.00","90,874.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"193,000.00","193,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"40,287.45","40,287.45"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"2,652.96","2,652.96"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"321,843.11","321,843.11"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"741,000.00","741,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"94,000.00","94,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"40,274.52","40,274.52"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"237,816.66","210,348.48"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"49,937.42","49,937.42"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"57,280.69","52,557.48"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"22,235.44","22,235.44"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,392.00,392.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"11,840.53","9,136.39"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,471.93,471.93
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"2,570.00","2,570.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","9,658.17","7,290.27"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"4,284.00","2,652.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"531,657.12","429,882.17"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"88,571.69","76,609.52"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"36,500.00","36,500.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"2,269,711.40","1,922,952.67"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,TRANSPORTATION OF THINGS,320.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","1,425,638.16","829,477.32"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"1,429.09",267.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"232,812.56","148,317.66"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,TRANSPORTATION OF THINGS,83.00,18.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"6,732.70","6,732.70"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"13,434.56","10,881.31"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"359,610.71","282,049.88"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"51,567.84","51,567.84"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,471.60,471.60
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"17,505.66","14,896.82"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"156,641.11","75,567.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"288,341.03","143,611.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,TRAVEL,"7,745.06",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES",9.95,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"35,119.50","25,800.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"433,816.25","5,509.98"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"127,042.54","127,042.54"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"9,490,432.96","4,732,663.23"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,TRAVEL,"19,412.87","13,571.48"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","68,395.97","42,591.23"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,PRINTING AND REPRODUCTION,"2,500.93","2,249.83"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"515,184.24","318,143.13"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"313,479.09","302,206.26"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"269,619.84","224,397.61"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"4,518.55","4,475.37"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"619,945.26","307,896.24"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q1,TRAVEL,"2,627.59","1,576.89"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","3,619.54","2,200.61"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q1,PRINTING AND REPRODUCTION,"3,537.62","3,524.62"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"143,288.63","117,939.63"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"12,032.83","7,631.19"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"3,120.40","1,067.65"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"4,218,713.60","2,118,653.89"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,396.56,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"611,674.95","311,824.98"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","10,271.61","6,048.80"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q1,PRINTING AND REPRODUCTION,47.55,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"2,146.14","1,695.93"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"7,512.72","6,336.72"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"227,499.99","116,000.01"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2016,2016Q1,PRINTING AND REPRODUCTION,12.80,12.80
,TECHNICAL ASSISTANTS,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"217,053.54","108,526.77"
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q1,FRANKED MAIL,8.20,0.00
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"92,657.44","44,058.44"
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","1,462.62","1,462.62"
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q1,PRINTING AND REPRODUCTION,89.90,0.00
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"1,024.42",522.78
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,TRAVEL,"3,531.05",978.62
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"16,937.00","12,459.00"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"179,553.44","90,016.90"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","10,967.91","6,643.92"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,PRINTING AND REPRODUCTION,801.84,81.89
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"26,809.53","14,537.53"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"2,512.39","1,322.59"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"2,868.39","1,648.71"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"1,368,971.13","701,784.03"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"6,032.99","5,985.15"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"1,229.47","1,229.47"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","3,104.46","1,860.41"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"15,518.85","11,896.00"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"14,222.56","9,897.44"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"1,805.00",705.00
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"960,676.06","485,713.03"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q1,TRAVEL,40.00,0.00
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","14,833.11","8,783.75"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"7,106.65","5,783.32"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"9,530.53","6,994.90"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"6,900.56","3,649.82"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"4,091,791.91","2,045,647.78"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"162,864.66","83,895.32"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","1,579.92",895.46
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q1,PRINTING AND REPRODUCTION,"1,125.88","1,125.88"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"4,490.19","4,266.06"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"1,140.00",570.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"1,024,882.05","465,424.98"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"49,893.94","49,893.77"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"352,031.55","149,490.75"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"18,150.07","9,075.04"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"113,453.33","93,798.20"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"38,450.60","38,450.60"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"31,736.40",0.00
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,TRAVEL,"16,276.26","11,999.16"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","54,401.48","31,739.91"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,PRINTING AND REPRODUCTION,500.69,220.79
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"79,143.61","48,711.61"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"24,895.54","15,899.09"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"138,751.22","121,990.30"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q1,TRAVEL,"4,932.71","1,475.23"
,EMD,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,609.73,0.00
,EMD,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"229,217.47","91,929.02"
,EMD,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,499.77,-5.42
,EMD,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"848,401.16","737,210.00"
,CAO IMMEDIATE OFFICE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"24,148.32",0.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"27,728.54","1,006.13"
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"8,025.84",0.00
,FURNISHINGS,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"4,048.45",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"131,628.36",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"57,678.14",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"141,496.80","141,496.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,TRAVEL,"48,703.07","23,194.01"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","2,871.72",440.19
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,PRINTING AND REPRODUCTION,"7,472.20","2,805.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,20.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,487.38,352.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q1,PERSONNEL COMPENSATION,"885,598.14","440,077.81"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2016,2016Q1,OTHER SERVICES,"24,904.83","24,904.83"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"6,798.33",0.00
,HOUSE RECORDING STUDIO,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"6,193.07",0.00
,HOUSE RECORDING STUDIO,FISCAL YEAR 2016,2016Q1,SUPPLIES AND MATERIALS,"2,716.44","1,695.45"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"25,182.39",0.00
,COMMITTEE RENOVATION PROJECT,FISCAL YEAR 2016,2016Q1,EQUIPMENT,"46,938.50",0.00
,HON. 8TH DISTRICT OF OHIO,2016,2016Q1,FRANKED MAIL,46.62,46.62
,HON. 8TH DISTRICT OF OHIO,2016,2016Q1,PERSONNEL COMPENSATION,"166,825.90","166,825.90"
,HON. 8TH DISTRICT OF OHIO,2016,2016Q1,TRAVEL,"2,006.95","2,006.95"
,HON. 8TH DISTRICT OF OHIO,2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","18,953.88","18,953.88"
,HON. 8TH DISTRICT OF OHIO,2016,2016Q1,OTHER SERVICES,"6,714.00","6,714.00"
,HON. 8TH DISTRICT OF OHIO,2016,2016Q1,SUPPLIES AND MATERIALS,"1,051.79","1,051.79"
,HON. 8TH DISTRICT OF OHIO,2016,2016Q1,EQUIPMENT,500.91,500.91
A000374,HON. RALPH ABRAHAM,2016,2016Q1,FRANKED MAIL,"1,474.17","1,474.17"
A000374,HON. RALPH ABRAHAM,2016,2016Q1,PERSONNEL COMPENSATION,"204,685.89","204,685.89"
A000374,HON. RALPH ABRAHAM,2016,2016Q1,TRAVEL,"16,447.40","16,447.40"
A000374,HON. RALPH ABRAHAM,2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","13,248.82","13,248.82"
A000374,HON. RALPH ABRAHAM,2016,2016Q1,PRINTING AND REPRODUCTION,"1,367.70","1,367.70"
A000374,HON. RALPH ABRAHAM,2016,2016Q1,OTHER SERVICES,"9,089.85","9,089.85"
A000374,HON. RALPH ABRAHAM,2016,2016Q1,SUPPLIES AND MATERIALS,"3,077.94","3,077.94"
A000374,HON. RALPH ABRAHAM,2016,2016Q1,EQUIPMENT,466.20,466.20
A000370,HON. ALMA S. ADAMS,2016,2016Q1,FRANKED MAIL,165.51,165.51
A000370,HON. ALMA S. ADAMS,2016,2016Q1,PERSONNEL COMPENSATION,"212,398.89","212,398.89"
A000370,HON. ALMA S. ADAMS,2016,2016Q1,TRAVEL,"10,177.68","10,177.68"
A000370,HON. ALMA S. ADAMS,2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","18,052.29","18,052.29"
A000370,HON. ALMA S. ADAMS,2016,2016Q1,PRINTING AND REPRODUCTION,253.61,253.61
A000370,HON. ALMA S. ADAMS,2016,2016Q1,OTHER SERVICES,"4,589.75","4,589.75"
A000370,HON. ALMA S. ADAMS,2016,2016Q1,SUPPLIES AND MATERIALS,"2,773.22","2,773.22"
A000370,HON. ALMA S. ADAMS,2016,2016Q1,EQUIPMENT,"1,570.26","1,570.26"
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q1,FRANKED MAIL,"1,242.86","1,242.86"
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q1,PERSONNEL COMPENSATION,"214,730.74","214,730.74"
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q1,TRAVEL,"8,664.94","8,664.94"
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q1,"RENT, COMMUNICATION, UTILITIES","17,474.80","17,474.80"
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q1,PRINTING AND REPRODUCTION,"1,620.59","1,620.59"
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q1,OTHER SERVICES,"3,891.53","3,891.53"
