BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,CHIEF DEPUTY MINORITY WHIP,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"28,000.00",0.00
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"658,149.90","131,082.50"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"648,326.95","134,251.41"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,627.48,382.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"283,275.99","73,125.00"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"1,247,668.55","375,010.54"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,"4,644.20",0.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,TRAVEL,"73,872.34",626.55
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","1,590.44",280.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,"11,375.19",250.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"1,328.01",932.21
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"100,872.04","24,808.63"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"320,981.37","109,352.75"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"1,076,930.45","321,542.61"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,"1,962.21",0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,TRAVEL,"13,527.50","9,318.64"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","3,774.05",610.11
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"6,281.38","2,200.82"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"120,960.71","58,385.78"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"311,010.66","90,467.15"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,306.84,0.00
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,TRAVEL,196.12,19.04
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","1,595.49",282.49
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,150.00,150.00
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"3,751.36",702.79
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"740,455.87","192,647.49"
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"39,006.67","9,000.00"
,MINORITY EMPLOYEES,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"868,708.90","260,808.98"
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"461,745.80","120,270.83"
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"256,464.42","78,581.10"
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"288,730.71",0.00
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"476,528.48","130,106.51"
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"334,258.35","102,600.00"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"1,892,093.00","1,892,093.00"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"2,920,979.52","2,920,979.52"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"51,547.50","51,547.50"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"139,791.00","139,791.00"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"5,185.00","5,185.00"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"14,008.80","14,008.80"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"1,299,985.44","1,299,985.44"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"285,082.00","63,532.00"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"7,000.00","7,000.00"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"74,264.05","72,414.85"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"53,702.95","48,565.65"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"27,244.06","27,244.06"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"5,110.94","5,110.94"
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"20,346.24","20,346.24"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,TRAVEL,"27,546.42","6,822.26"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","209,205.03","54,181.47"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,"3,448.82","1,935.67"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"156,726.63","118,986.63"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"1,486,636.01","296,739.44"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"368,388.62","45,758.85"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,TRAVEL,"6,064.25","1,273.43"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"8,830.00",0.00
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"340,430.38","15,049.80"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,445.00,420.00
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,113.76,80.00
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"2,101.24",15.00
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,760.47,0.00
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"929,585.00","459,847.30"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"12,093.55","11,734.50"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"437,168.01","273,557.65"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,TRAVEL,65.00,0.00
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,"1,961.00",0.00
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"66,522.77","24,190.48"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"10,561.16",0.00
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,TRAVEL,"5,235.38","1,550.21"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","44,124.09","10,121.78"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,939.23,382.45
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"13,284.53","10,638.68"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"14,019.46","3,839.74"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"8,724.87","2,483.59"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"344,719.51","102,136.52"
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",79.98,29.99
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,"137,079.37","43,205.26"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,413.36,214.62
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","450,362.94","121,085.22"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,"2,543.75","1,015.42"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"658,761.74","232,254.62"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"151,846.02","46,513.86"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"1,748,458.55","1,659,680.96"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"12,522,311.35",0.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,"1,888.61","1,888.61"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","1,486,088.45","546,849.61"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"925,824.40","24,096.80"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"11,890.58","1,039.06"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"106,779.93","98,459.75"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,"5,712.99","1,800.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"783,632.07","266,257.58"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"49,961.01","23,735.60"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"1,939,008.34","526,692.22"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","3,304,004.72","864,716.93"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"149,654.96","118,795.58"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"67,328.35","38,507.11"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"1,039,380.83","152,846.43"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,852.06,97.88
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"153,799.76","41,367.96"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"100,334.36","1,160.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"219,525.65","18,695.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,691.16,691.16
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","2,432.00","1,920.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"16,768.26","16,768.26"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"64,916.89","14,594.61"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"1,543,679.24","871,114.69"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",91.33,91.33
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"125,892.67","62,070.12"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"1,257.84",609.87
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"39,403.31","5,866.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,"1,807.70","1,807.70"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"935,796.68","259,838.76"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"6,384.06",55.28
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"2,011,989.57","910,110.49"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"86,864.66","50,714.47"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"40,009.50",767.50
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"132,164.02","32,507.02"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"1,655,040.00",0.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"347,299.24","151,094.86"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,"8,415.56","5,314.83"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,150.00,0.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"734,087.69","163,849.90"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"1,551.92",25.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"1,110,231.08","216,209.56"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,TRAVEL,"20,071.39","7,456.39"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","225,591.40","69,024.30"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,274.72,274.72
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"427,226.15","205,425.60"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"348,082.81","76,568.92"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"394,472.93","52,811.58"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"2,632,820.89","912,339.21"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"107,598.27","28,438.01"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"7,821,990.96","2,890,218.46"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"347,106.97","91,739.69"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,TRAVEL,"24,040.15","13,503.38"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,783.94,164.45
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","104,571.62","22,340.73"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,385.30,0.00
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"218,436.26","49,157.63"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"524,932.06","109,578.12"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"173,798.36","30,460.90"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,TRAVEL,"2,082.07",846.48
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",64.51,45.46
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,325.50,325.50
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"1,784,704.94","531,205.53"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"265,985.62","20,964.74"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"991,274.09","349,002.86"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"10,383.36",0.00
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"5,465.01",0.00
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"53,032.07","27,919.57"
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"5,367,360.82",0.00
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,TRAVEL,"4,686.08",0.00
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","79,682.48","17,995.05"
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,"2,686.50","1,865.29"
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"478,569.87","329,212.02"
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"50,843.10","14,353.62"
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"32,613.68","4,936.16"
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"43,585.27","18,854.81"
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,"152,641.30",0.00
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"4,995.84","4,995.84"
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"28,761,985.23","14,593,987.45"
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,"19,074,442.23","4,813,808.45"
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,"32,224.00",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,TRAVEL,"65,549.04","14,318.26"
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,"2,740.21",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES","195,773.43","50,952.03"
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,"1,378,276.29","446,835.33"
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,"456,657.65","163,252.71"
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,EQUIPMENT,"919,858.43","407,777.42"
