BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MAJORITY WHIP,2016,2016Q2,PERSONNEL COMPENSATION,"849,697.79","419,953.17"
,OFFICE OF THE MAJORITY WHIP,2016,2016Q2,TRAVEL,"11,059.39","10,425.33"
,OFFICE OF THE MAJORITY WHIP,2016,2016Q2,"RENT, COMMUNICATION, UTILITIES",13.50,13.50
,OFFICE OF THE MAJORITY WHIP,2016,2016Q2,SUPPLIES AND MATERIALS,"10,485.88",169.10
,OFFICE OF THE MINORITY WHIP,2016,2016Q2,PERSONNEL COMPENSATION,"1,101,695.61","563,806.95"
,OFFICE OF THE MINORITY WHIP,2016,2016Q2,TRAVEL,572.74,330.00
,OFFICE OF THE MINORITY WHIP,2016,2016Q2,"RENT, COMMUNICATION, UTILITIES",22.95,6.45
,OFFICE OF THE MINORITY WHIP,2016,2016Q2,OTHER SERVICES,74.01,0.00
,OFFICE OF THE MINORITY WHIP,2016,2016Q2,SUPPLIES AND MATERIALS,169.79,0.00
,DEMOCRATIC CAUCUS,2016,2016Q2,PERSONNEL COMPENSATION,"617,178.24","306,692.73"
,DEMOCRATIC CAUCUS,2016,2016Q2,TRAVEL,"2,609.58",39.09
,DEMOCRATIC CAUCUS,2016,2016Q2,"RENT, COMMUNICATION, UTILITIES",968.84,968.84
,DEMOCRATIC CAUCUS,2016,2016Q2,PRINTING AND REPRODUCTION,100.00,100.00
,DEMOCRATIC CAUCUS,2016,2016Q2,OTHER SERVICES,307.90,83.96
,DEMOCRATIC CAUCUS,2016,2016Q2,SUPPLIES AND MATERIALS,"41,815.64","28,742.23"
,REPUBLICAN CONFERENCE,2016,2016Q2,PERSONNEL COMPENSATION,"612,326.37","293,544.66"
,REPUBLICAN CONFERENCE,2016,2016Q2,TRAVEL,"4,492.91",821.13
,REPUBLICAN CONFERENCE,2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","1,932.15","1,932.15"
,REPUBLICAN CONFERENCE,2016,2016Q2,PRINTING AND REPRODUCTION,"2,414.52","1,851.14"
,REPUBLICAN CONFERENCE,2016,2016Q2,OTHER SERVICES,"24,150.00","9,000.00"
,REPUBLICAN CONFERENCE,2016,2016Q2,SUPPLIES AND MATERIALS,"44,463.45","27,492.85"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"2,101,558.18",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"43,039,899.73","14,499,727.63"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,0.00,-824.91
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"172,567.43","124,988.06"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"218,533.46","97,913.12"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,TRAVEL,"159,570.14","74,936.20"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,TRANSPORTATION OF THINGS,"1,809.82","1,809.82"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","621,317.72","238,375.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,"27,466.91","9,608.55"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"1,134,931.68","654,493.74"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"679,637.35","233,115.96"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"389,751.97","127,072.55"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","24,466.81","14,624.51"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"2,001,123.18","763,116.18"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"88,714.26","43,572.21"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"23,350.00","23,350.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"23,559.18","23,559.18"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES",176.07,92.92
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"96,545.22","96,345.22"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"32,158.58","3,924.95"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"264,032.86","232,537.13"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"91,632.70","68,817.47"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"58,817.85","55,291.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,126.89,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"322,847.51","198,109.57"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"35,439.60","35,439.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"328,547.40","45,816.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"635,100.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"29,065.20","29,065.20"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"280,191.76","266,139.32"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"5,356.75","1,490.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"118,790.06","27,916.06"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"193,000.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"71,183.20","71,183.20"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","36,256.90","36,256.90"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"1,143,468.28","1,143,468.28"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"156,470.20","116,182.75"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"2,652.96",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"90,160.00","90,160.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"974,733.89","652,890.78"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"741,000.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"5,001.18","5,001.18"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"94,000.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"40,274.52",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"44,054.80","44,054.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"237,816.66",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"155,415.02","105,477.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"102,744.05","45,463.36"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"96,069.04","73,833.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"3,083.11","2,691.11"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"27,556.53","15,716.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,471.93,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"3,420.00",850.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","14,573.57","4,915.40"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"4,284.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"5,580.82","5,580.82"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"836,981.97","305,324.85"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"372,247.93","283,676.24"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"64,700.10","28,200.10"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"2,206,807.93","-62,903.47"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,TRANSPORTATION OF THINGS,320.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","2,351,000.28","925,362.12"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"2,929.09","1,500.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"260,893.14","28,080.58"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,TRANSPORTATION OF THINGS,125.00,42.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"148,600.22","141,867.52"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"90,945.46","77,510.90"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"666,640.22","307,029.51"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"29,328.75","29,328.75"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"24,767.26","24,767.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"173,640.89","122,073.05"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,471.60,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"33,050.23","33,050.23"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,TRANSPORTATION OF THINGS,593.00,593.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"32,196.83","14,691.17"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"209,816.01","53,174.90"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"575,738.29","287,397.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,TRAVEL,"7,745.06",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES",9.95,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"51,779.50","16,660.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"457,278.02","23,461.77"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"129,677.74","2,635.20"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"14,203,501.39","4,713,068.43"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,TRAVEL,"25,845.65","6,432.78"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,TRANSPORTATION OF THINGS,"7,210.05","7,210.05"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","111,734.63","43,338.66"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,"4,187.81","1,686.88"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"1,010,168.19","494,983.95"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"378,939.91","65,460.82"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"430,493.38","160,873.54"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"5,454.32",935.77
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"926,716.49","306,771.23"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q2,TRAVEL,"5,320.72","2,693.13"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","6,130.57","2,511.03"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,"3,537.62",0.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"208,729.63","65,441.00"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"24,835.08","12,802.25"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"5,605.24","2,484.84"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"6,382,433.21","2,163,719.61"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","11,296.38","11,296.38"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"4,815.00","4,815.00"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES",40.00,40.00
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,396.56,0.00
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,150.00,150.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"923,499.93","311,824.98"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","16,811.33","6,539.72"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,47.55,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"3,886.55","1,740.41"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"8,688.72","1,176.00"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"343,500.00","116,000.01"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,12.80,0.00
,TECHNICAL ASSISTANTS,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"325,580.31","108,526.77"
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q2,FRANKED MAIL,8.20,0.00
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"132,278.95","39,621.51"
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q2,TRAVEL,958.65,958.65
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","3,004.70","1,542.08"
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,89.90,0.00
,FORMER SPEAKER'S STAFF,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"1,532.60",508.18
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,TRAVEL,"7,414.48","3,883.43"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"23,866.00","6,929.00"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"269,463.44","89,910.00"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","17,714.23","6,746.32"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,903.68,101.84
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"46,078.44","19,268.91"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"5,960.07","3,447.68"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"22,803.39","19,935.00"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"2,104,850.76","735,879.63"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES",160.00,160.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"6,326.50",293.51
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"25,238.42","24,008.95"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","5,804.36","2,699.90"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,254.85,254.85
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"90,712.45","75,193.60"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"27,174.43","12,951.87"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"15,652.14","13,847.14"
,LAW REVISION COUNSEL,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"1,467,764.09","507,088.03"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q2,TRAVEL,40.00,0.00
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","21,568.46","6,735.35"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"11,076.64","3,969.99"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"11,299.25","1,768.72"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"10,550.38","3,649.82"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"6,168,649.98","2,076,858.07"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,"233,906.32","71,041.66"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","2,228.02",648.10
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,"1,387.88",262.00
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"37,668.66","33,178.47"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"1,710.00",570.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"1,225,549.89","200,667.84"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"99,787.38","49,893.44"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"535,282.95","183,251.40"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"18,150.07",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"21,600.00","21,600.00"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"6,025.20","6,025.20"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"251,343.80","137,890.47"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"10,517.54","10,517.54"
,CLERK OF THE HOUSE,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"55,774.82","17,324.22"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"32,092.44",356.04
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"4,815.00","4,815.00"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,TRAVEL,"25,983.76","9,707.50"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES","77,752.80","23,351.32"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,PRINTING AND REPRODUCTION,682.40,181.71
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"383,268.65","304,125.04"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"43,655.43","18,759.89"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"381,299.19","242,547.97"
,SERGEANT AT ARMS,FISCAL YEAR 2016,2016Q2,TRAVEL,"13,732.13","8,799.42"
,EMD,FISCAL YEAR 2016,2016Q2,PERSONNEL COMPENSATION,609.73,0.00
,EMD,FISCAL YEAR 2016,2016Q2,"RENT, COMMUNICATION, UTILITIES",-279.72,-279.72
,EMD,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"351,744.60","122,527.13"
,EMD,FISCAL YEAR 2016,2016Q2,SUPPLIES AND MATERIALS,"1,499.77","1,000.00"
,EMD,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"1,087,748.98","239,347.82"
,CAO IMMEDIATE OFFICE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"24,148.32",0.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"27,728.54",0.00
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"8,025.84",0.00
,LGTCS & SUPP IMMEDIATE OFFICE,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"27,974.30","27,974.30"
,FURNISHINGS,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"4,048.45",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"131,628.36",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2016,2016Q2,OTHER SERVICES,"94,542.33","94,542.33"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2016,2016Q2,EQUIPMENT,"120,958.77","63,280.63"
