BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,314.80,133.30
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"2,573.32","1,530.40"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"48,181.75","30,674.09"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"181,108.04","95,309.03"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"559,070.95","271,262.02"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2010Q1,TRAVEL,"3,810.89","2,018.20"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",21.05,16.21
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,"2,214.04","2,178.24"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"84,642.56","56,675.44"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"172,500.00","86,250.00"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"448,265.79","223,674.30"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"153,500.01","77,375.01"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"744,327.56","363,954.43"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q1,TRAVEL,"4,966.78","4,839.78"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","12,560.00","12,560.00"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,"1,869.20","1,718.70"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"8,400.22",290.71
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"78,030.20","63,247.63"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"154,205.49","78,352.74"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"529,467.29","261,883.96"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q1,TRAVEL,978.62,736.12
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","7,609.89",300.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"3,216.39","1,383.02"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"30,726.37","12,636.95"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"175,708.41","70,811.65"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q1,TRAVEL,60.04,10.00
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",165.15,0.00
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,38.30,0.00
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"20,300.00","15,300.00"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"1,533.97",721.02
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"339,119.98","158,472.49"
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"15,000.00","6,000.00"
,MINORITY EMPLOYEES,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"495,970.54","238,246.38"
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"258,750.00","129,375.00"
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"122,943.45","56,768.00"
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"139,429.53","70,173.00"
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"240,881.01","121,364.76"
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"187,162.47","94,062.48"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,TRAVEL,"20,532.45","15,772.57"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","718,515.39","201,454.41"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,"3,053.89","2,860.52"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"227,327.71","193,295.46"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"338,676.52","482,012.20"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"218,960.31","3,713.78"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"86,830.00","33,250.00"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"298,892.08",0.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,TRAVEL,"1,437.65",0.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"186,756.91","160,929.04"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"1,300.00","1,300.00"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"31,616.65","31,616.65"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"1,431.00","1,431.00"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"89,690.28","19,724.81"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"847,624.61","847,624.61"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"52,796.70","26,398.35"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"731,270.96","731,270.96"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"170,319.66","85,159.83"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","16,712.36","10,072.00"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,8.38,8.38
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"1,619.25","1,619.25"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"8,031.64","3,397.27"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"8,338.06","6,598.96"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,513.40,513.40
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,TRAVEL,"32,640.70","13,826.42"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,TRANSPORTATION OF THINGS,14.95,0.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","219,133.21","133,651.35"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,335.90,300.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"384,782.55","99,142.62"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"65,088.33","30,272.77"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"82,014.74","10,971.60"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","673,460.81","418,106.63"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"902,000.00",0.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"1,288.74","1,210.40"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"1,880.97","1,880.97"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,TRANSPORTATION OF THINGS,"3,486.46","3,397.33"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"357,425.46","270,616.12"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"497,772.25","469,534.43"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"1,100,562.67","814,347.29"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,TRANSPORTATION OF THINGS,20.35,20.35
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","1,485,930.88","918,744.19"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"4,963.00","4,963.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"2,313.42","2,313.42"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"434,389.21","205,339.60"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,912.96,0.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"20,383.60","18,636.15"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"673,899.10","137,657.38"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",103.65,103.65
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"1,738.42","1,688.43"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"30,369.96","30,000.00"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"7,555.19","7,555.19"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"934,513.08","373,438.08"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"3,595.64","3,595.64"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"773,179.14","363,729.57"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"1,655,040.00",0.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"15,264.60","15,264.60"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,477.00,477.00
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"113,366.50","113,366.50"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,TRANSPORTATION OF THINGS,28.28,28.28
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"117,926.60","84,324.50"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"5,925.78","5,925.78"
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"657,760.36","417,256.05"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q1,TRAVEL,"6,140.19","3,186.07"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","92,219.84","55,460.71"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,207.91,80.55
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"188,199.36","81,261.88"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"158,504.85","84,251.62"
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"667,685.44","637,249.48"
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,TRAVEL,"13,884.89","7,662.66"
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,TRANSPORTATION OF THINGS,"17,478.21","17,475.01"
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","40,443.77","24,823.95"
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,55.90,49.40
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"91,026.42","71,403.92"
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"219,976.45","149,812.37"
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"46,153.17","35,978.63"
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",43.36,43.36
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,124.50,0.00
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"680,321.81","431,701.46"
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"142,311.59","94,971.17"
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"490,671.00","468,800.00"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q1,TRAVEL,"1,938.29",0.00
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","33,272.98","20,286.48"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,749.73,355.83
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"135,177.38","134,654.18"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"30,938.09","17,670.08"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"11,686.57","4,017.57"
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"29,782,000.28","15,134,791.21"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"10,076,355.08","5,091,726.28"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q1,TRAVEL,"21,327.27","18,923.82"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","88,577.75","55,210.74"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,"3,548.25","5,583.70"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"584,012.13","434,018.27"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"148,894.61","40,331.46"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"157,749.57","131,697.33"
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"7,800.50",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"9,565.50","9,565.50"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q1,FRANKED MAIL,200.00,200.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"526,014.02","261,848.01"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q1,TRAVEL,"4,684.54","2,707.32"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","3,506.99","2,371.94"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,2.00,0.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"3,035.73",790.23
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"9,036.69","5,929.77"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"3,369.69","1,790.84"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"3,700,438.45","1,843,883.57"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q1,TRAVEL,"7,795.22","5,752.34"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","45,490.89","25,080.27"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,175.97,169.47
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"126,693.09","108,568.09"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"31,747.11","23,999.76"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"29,822.45","24,479.68"
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,92.00,92.00
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"86,250.00","43,125.00"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,24.70,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"593,999.97","303,874.98"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","10,587.92","5,462.80"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,12.80,12.80
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"14,375.00","5,200.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"1,663.45",987.37
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"1,439.94",640.47
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"151,499.97","79,249.98"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"166,769.27","84,776.76"
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"177,958.02","88,979.01"
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q1,TRAVEL,"3,217.77","1,393.42"
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","40,882.01","21,198.44"
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"10,000.00","10,000.00"
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,285.95,49.98
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"1,349,532.23","666,573.83"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q1,TRAVEL,"3,784.92","2,449.38"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","9,452.40","5,855.78"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,44.95,44.95
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"52,747.38","48,300.03"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"16,104.18","11,715.83"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"3,394.36","1,734.00"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"202,109.72","104,419.73"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q1,TRAVEL,"6,664.88","3,144.25"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","4,767.75","3,404.53"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,250.14,164.24
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"13,339.80","8,429.85"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"5,395.46","3,809.06"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"2,788.04","2,542.34"
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"1,137,627.59","586,812.75"
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","3,587.71","2,011.45"
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q1,PRINTING AND REPRODUCTION,31.90,31.90
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q1,OTHER SERVICES,"43,137.58","25,543.40"
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q1,SUPPLIES AND MATERIALS,"25,084.11","14,278.59"
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q1,EQUIPMENT,"37,171.70","13,537.27"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2010Q1,PERSONNEL COMPENSATION,"3,592,774.24","1,831,448.76"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2010Q1,"RENT, COMMUNICATION, UTILITIES","19,403.52","11,672.34"
